game_id, config, placement_1     , placement_2     , placement_3
    888, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    889, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    886, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    887, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    891, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    892, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    896, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    893, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    894, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    897, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    898, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    895, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    899, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    900, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    901, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    903, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    902, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    905, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    906, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    904, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    907, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    908, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    909, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    911, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    913, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    910, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    912, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    914, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    915, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    917, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    918, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    916, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    919, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    921, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    920, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    922, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    923, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    927, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    925, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    924, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    926, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    928, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    929, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    930, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    932, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    931, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    933, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    934, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    937, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    935, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    936, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    938, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    940, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    939, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    941, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    944, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    943, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    946, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    942, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    945, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    947, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    950, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    948, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    949, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    951, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    952, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    954, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    953, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    955, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    956, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    958, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    957, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    960, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    959, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    961, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    962, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    963, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    964, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    967, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    966, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    968, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    965, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    969, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    970, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    971, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    972, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    974, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    973, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    975, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    977, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    976, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    979, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    978, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    980, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    982, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    985, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    981, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    984, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    983, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    986, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    987, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    988, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    989, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    990, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    992, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    991, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    993, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    994, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    995, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    996, A1_B2 , ISMCTS-Basic    , ISMCTS-Heuristic, ISMCTS-Heuristic
    997, A1_B2 , ISMCTS-Heuristic, ISMCTS-Basic    , ISMCTS-Heuristic
    999, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
    998, A1_B2 , ISMCTS-Heuristic, ISMCTS-Heuristic, ISMCTS-Basic
